pl_name,pl_radj,pl_bmassj,pl_orbper,st_teff
Kepler-862 b,0.197,0.01740,3.14866453,5333.00
OGLE-2008-BLG-092L b,0.780,0.18000,,
Kepler-836 b,0.244,0.02490,11.36112327,5895.00
Kepler-860 b,0.289,0.03320,5.10137945,5836.00
Kepler-873 b,0.335,0.04260,20.55338440,6163.00
Kepler-874 b,0.352,0.04630,40.06867270,6020.00
Kepler-936 b,0.129,0.00849,10.56134221,5482.00
Kepler-863 b,0.259,0.02750,15.59461874,5678.00
Kepler-915 b,0.134,0.00899,4.59489604,6173.00
Kepler-1987 b,0.135,0.00642,2.34586300,4769.00
Kepler-951 b,0.499,0.08390,71.52530845,4834.00
Kepler-82 b,0.363,0.03823,26.44000000,5529.00
Kepler-867 b,0.414,0.06120,150.24212700,5541.00
Kepler-833 b,0.180,0.01490,18.75469980,4339.00
Kepler-870 b,0.248,0.02560,21.35876210,5857.00
Kepler-1610 c,0.197,0.01580,44.98518850,5295.00
TOI-519 b,1.030,0.46300,1.26523280,3322.00
TOI-1130 b,0.326,0.04070,4.06649900,4250.00
Kepler-1491 b,0.135,0.00909,16.58617620,5728.00
Kepler-905 b,0.126,0.00809,5.08274652,5461.00
Kepler-887 c,0.101,0.00474,7.63846023,6194.00
Kepler-871 b,0.334,0.04240,22.04590180,5993.00
Kepler-894 b,0.248,0.02560,9.80322400,5603.00
Kepler-90 i,0.118,0.00724,14.44912000,6015.00
Kepler-882 b,0.110,0.00642,3.98953967,5476.00
Kepler-883 b,0.159,0.01200,12.98495573,6116.00
Kepler-92 b,0.313,0.20200,13.74900000,5883.00
Kepler-920 b,0.216,0.02030,6.53192704,5403.00
Kepler-929 b,0.099,0.00444,0.92103214,5869.00
Kepler-47 b,0.272,0.00651,49.46430000,5636.00
Kepler-901 b,0.122,0.00771,3.51749439,4184.00
Kepler-903 b,0.179,0.01480,10.35077210,5682.00
Kepler-937 b,0.332,0.04200,67.66882700,6095.00
Kepler-933 b,0.219,0.02080,14.20443009,5346.00
Kepler-934 b,0.186,0.01580,55.67383090,5001.00
Kepler-947 b,0.203,0.01830,26.96443170,5508.00
Kepler-940 b,0.298,0.03500,59.62252570,5769.00
Kepler-912 b,0.250,0.02590,2.53475627,5998.00
Kepler-917 b,0.170,0.01360,2.97041437,5418.00
Kepler-920 c,0.339,0.04360,100.82741130,5403.00
Kepler-96 b,0.238,0.02700,16.23850000,5690.00
Kepler-967 b,0.210,0.01930,13.22713379,5178.00
Kepler-85 d,0.107,0.00588,17.91323000,5436.00
Kepler-747 b,0.470,0.07590,35.61760587,5096.00
Kepler-835 b,0.249,0.02580,11.41909375,5954.00
TOI-1338 b,0.611,0.10383,95.17400000,6050.00
Kepler-435 b,1.990,0.84000,8.60015360,6161.00
HAT-P-17 c,1.170,3.40000,5584.00000000,5336.96
WASP-126 c,0.837,0.20199,7.63000000,5800.00
KELT-15 b,1.740,1.31000,3.32944000,6003.00
WASP-32 b,0.960,2.63000,2.71866000,6140.00
GJ 367 c,0.166,0.01299,11.53010000,3522.00
TRAPPIST-1 c,0.098,0.00412,2.42193700,2566.00
Kepler-1656 c,1.250,0.40000,1919.00000000,5569.00
psi1 Dra B b,1.210,1.53000,3117.00000000,6212.00
TOI-1749 d,0.225,0.04720,9.04970000,3985.00
TOI-2025 b,1.061,3.60000,8.87209820,5977.00
TOI-1296 b,1.231,0.29800,3.94437150,5603.00
TOI-1749 b,0.124,0.17934,2.38839000,3985.00
GJ 649 b,0.966,0.25800,600.10000000,3807.22
WASP-148 c,1.240,0.39200,34.52400000,5555.00
TYC 2187-512-1 b,1.120,0.33000,691.90000000,3734.00
USco1621 b,1.090,16.00000,,3460.00
Kepler-983 b,0.211,0.01940,60.08550820,6052.00
Kepler-987 b,0.291,0.03360,105.30331480,5637.00
Kepler-989 b,0.197,0.01740,7.96431535,5074.00
Kepler-997 b,0.121,0.00761,2.70730672,6150.00
Kepler-991 b,0.227,0.02200,82.53425190,4392.00
HAT-P-29 b,1.170,0.88000,5.72319000,6087.00
HAT-P-58 b,1.332,0.37200,4.01383790,6078.00
TOI-1107 b,1.300,3.35000,4.07823870,6311.00
GPX-1 b,1.470,19.70000,1.74457900,7000.00
Kepler-102 c,0.051,0.00535,7.07139200,4909.00
HIP 41378 d,0.353,0.04670,1114.00000000,6226.00
HD 205158 b,1.240,0.39200,25.33798000,6133.55
TOI-712 b,0.183,0.01530,9.53136100,4622.00
XO-6 b,2.070,4.40000,3.76500070,6720.00
GJ 1151 c,0.290,0.03341,389.70000000,3280.00
MOA-2008-BLG-310L b,0.462,0.07360,,
Kepler-809 b,0.269,0.02930,55.63934000,5734.00
Kepler-941 b,0.275,0.03050,17.42395198,5539.00
HAT-P-44 b,1.242,0.35200,4.30121900,5295.00
Kepler-97 b,0.132,0.01100,2.58664000,5779.00
Kepler-972 b,0.415,0.06140,7.03932553,6146.00
Kepler-973 b,0.175,0.01420,49.60773310,5213.00
Kepler-990 c,0.136,0.00930,0.53835431,5948.00
Kepler-998 b,0.207,0.01890,5.65377733,6058.00
MOA-2012-BLG-505L b,0.221,0.02110,,
Kepler-959 b,0.391,0.05550,14.80074836,7005.00
Kepler-888 b,0.157,0.01180,70.69790610,5875.00
Kepler-994 b,0.143,0.01000,1.15116651,3934.00
Kepler-966 b,0.368,0.05020,99.74762200,5840.00
NY Vir b,1.190,2.30000,3160.00000000,32780.00
NY Vir c,1.140,5.54000,8799.00000000,32780.00
MOA-2011-BLG-322L b,1.110,11.60000,,
MOA-2015-BLG-337L b,0.572,0.10600,,
OGLE-2011-BLG-0265L b,1.240,0.88000,,
Kepler-760 c,0.132,0.00879,2.46697439,5322.00
MOA-2012-BLG-006L b,1.120,8.40000,,
NGC 2682 Sand 364 b,1.130,6.69000,121.71000000,4284.00
HD 20781 d,0.290,0.03340,29.15800000,5256.00
OGLE-2019-BLG-1470L AB c,1.190,2.20000,,
TOI-1298 b,0.841,0.35600,4.53716400,5889.00
TOI-2081 b,0.182,0.01520,10.50534000,3800.00
TOI-4010 d,0.551,0.12003,14.70886000,4960.00
WASP-186 b,1.110,4.22000,5.02679900,6361.00
HD 27894 c,0.735,0.16200,36.07000000,4894.00
HD 30177 c,1.140,6.15000,12085.45186000,5580.00
HD 60292 b,1.130,6.50000,495.40000000,4348.00
OGLE-2013-BLG-0911L b,1.120,9.51000,,
OGLE-2013-BLG-0341L B b,0.104,0.00522,,
Kepler-464 b,0.294,0.03430,7.25696522,5933.00
Kepler-993 b,0.265,0.02870,22.08557563,3843.00
OGLE-2005-BLG-390L b,0.197,0.01700,3285.00000000,
Kepler-952 b,0.682,0.14300,130.35469190,5730.00
Kepler-855 b,0.745,0.16600,7.88663110,5835.00
TOI-2152 A b,1.281,2.83000,3.37735120,6630.00
Kepler-1043 b,0.227,0.02210,38.50533980,5629.00
OGLE-2013-BLG-0132L b,1.030,0.29000,,
OGLE-TR-211 b,1.360,1.03000,3.67724000,6325.00
TOI-5293 A b,1.060,0.54000,2.93028900,3586.00
Kepler-1027 b,0.079,0.00201,1.90780520,5436.00
GJ 896 A b,1.190,2.26000,284.39000000,3345.00
K2-411 b,0.088,0.00295,3.21410000,5711.00
Oph 11 b,1.100,14.00000,7300000.00000000,2375.00
TYC 1422-614-1 b,1.180,2.50000,198.40000000,4806.00
PSR B1257+12 c,0.170,0.01353,66.54190000,
PSR B1257+12 d,0.161,0.01227,98.21140000,
TYC 1422-614-1 c,1.110,10.00000,559.30000000,4806.00
TYC 4282-00605-1 b,1.110,10.78000,101.54000000,4300.00
SWEEPS-11 b,1.130,9.70000,1.79600000,
Kepler-1321 d,0.234,0.02330,5.72092009,3640.00
YZ Cet b,0.081,0.00220,2.02087000,3151.00
Kepler-127 d,0.236,0.02350,48.63040800,6106.00
Kepler-37 b,0.028,0.00249,13.36702000,5357.00
Kepler-895 b,0.137,0.00940,2.80624233,4315.00
Kepler-447 b,1.650,1.37000,7.79430132,5493.00
WASP-192 b,1.230,2.30000,2.87867650,5910.00
HATS-29 b,1.251,0.65300,4.60587490,5670.00
75 Cet b,1.170,3.00000,691.90000000,4846.00
KMT-2021-BLG-0171L b,0.299,0.03524,,5200.00
OGLE-2018-BLG-0740L b,1.150,4.80000,5480.00000000,5912.00
HD 33142 b,1.220,1.26000,330.00000000,5025.40
WASP-14 b,1.380,8.84000,2.24375000,6475.00
Kepler-249 c,0.135,0.00909,7.11370200,3568.00
Kepler-25 d,0.894,0.22600,122.40000000,6270.00
Kepler-49 e,0.139,0.00961,18.59610800,4252.00
NGTS-5 b,1.136,0.22900,3.35698660,4987.00
HD 191939 b,0.304,0.03146,8.88032560,5427.00
Kepler-62 f,0.126,0.11000,267.29100000,4925.00
Kepler-266 b,0.221,0.02110,6.61833000,5885.00
K2-243 b,0.194,0.01680,11.54182000,6570.00
Kepler-197 b,0.091,0.00328,5.59930800,6004.00
EPIC 201615463 c,0.109,0.00624,3.80464000,5942.50
HD 128356 b,1.240,0.89000,298.20000000,4875.00
GJ 667 C g,0.177,0.01400,256.20000000,3350.00
HD 215152 c,0.105,0.00541,7.28243000,4935.00
K2-185 b,0.103,0.00505,10.61638400,5788.00
KMT-2019-BLG-1715L b,1.180,2.56000,,
GJ 3082 b,0.249,0.02580,11.94900000,3910.00
TOI-3757 b,1.071,0.26838,3.43875300,3913.00
TOI-4582 b,0.940,0.53000,31.03400000,5190.00
TOI-5174 b,0.477,0.07790,12.21428600,5643.77
HATS-6 b,0.998,0.31900,3.32527250,3724.00
K2-32 e,0.108,0.00661,4.34934000,5271.00
HD 141937 b,1.110,9.69000,653.21997000,5870.00
HD 162020 b,1.110,9.84000,8.42820000,4723.00
TYC 8998-760-1 b,1.100,14.00000,,4573.00
GJ 1002 b,0.092,0.00340,10.34650000,3024.00
TOI-178 b,0.103,0.00472,1.91455800,4316.00
47 UMa d,1.200,1.64000,14002.00000000,5872.00
K2-5 c,0.202,0.01800,10.93241000,3930.00
HD 33142 c,1.240,0.89000,810.20000000,5025.40
GJ 3323 c,0.118,0.00727,40.54000000,3159.00
HD 183263 c,1.120,9.31000,4667.97841000,5875.99
HD 5608 b,1.200,1.68100,779.90000000,4877.00
WASP-68 b,1.320,1.08000,5.08430000,5910.00
HATS-23 b,1.860,1.47000,2.16051560,5780.00
K2-29 b,1.190,0.73000,3.25883210,5358.00
Kepler-1515 b,0.852,0.20800,214.31141640,6511.00
Kepler-603 b,0.236,0.02360,21.05358596,5808.00
HD 104985 b,1.120,8.30000,199.50500000,4877.00
alf Tau b,1.130,6.47000,628.96000000,4055.00
nu Oph b,1.070,22.20600,530.21000000,4886.00
HD 87646 b,1.100,12.40000,13.48100000,5770.00
GJ 625 b,0.133,0.00887,14.62800000,3499.00
Wolf 1061 c,0.148,0.01073,17.87190000,3342.00
HD 105779 b,1.260,0.64000,2412.00000000,5792.00
GJ 9714 b,1.120,9.40300,19240.75467000,4263.00
HD 156279 b,1.120,9.43200,133.40355000,5453.00
HD 156279 c,1.110,9.75000,4818.25358000,5458.24
HD 31527 d,0.309,0.03720,271.67370000,5898.00
K2-225 b,0.311,0.03770,15.87209000,5742.00
HD 41004 B b,1.080,18.37000,1.32830000,5036.00
FU Tau b,1.090,16.00000,,2838.00
Kepler-775 b,0.106,0.00570,0.97486893,5468.00
BD+03 2562 b,1.130,6.40000,481.90000000,4095.00
GJ 682 b,0.173,0.01384,17.47800000,3028.00
HAT-P-46 b,1.284,0.49300,4.46312900,6120.00
xi Aql b,1.180,2.80000,136.75000000,4780.00
2MASS J12073346-3932539 b,1.150,5.00000,,2825.00
HD 147873 c,1.190,2.30000,491.54000000,5972.00
BD+20 2457 b,1.080,21.42000,379.63000000,4137.00
OGLE-2018-BLG-0298L b,0.674,0.14000,,
HAT-P-57 b,1.740,1.41000,2.46530000,6330.00
AF Lep b,1.170,3.20000,8030.00000000,6130.00
HD 117207 b,1.190,2.10600,2621.75000000,5732.00
HD 215152 e,0.134,0.00905,25.19670000,4935.00
KMT-2021-BLG-1372L b,0.814,0.19278,,
TIC 257060897 b,1.490,0.67000,3.66002800,5988.00
TOI-1246 e,0.337,0.04657,37.92160000,5151.00
TOI-1259 A b,1.022,0.44100,3.47797800,4775.00
HD 15906 c,0.261,0.02800,21.58329800,4757.00
HIP 97166 b,0.244,0.06293,10.28891000,5198.00
Kepler-858 b,0.434,0.06640,76.13602028,5653.00
TOI-1272 b,0.369,0.07740,3.31599000,4985.00
LP 791-18 b,0.108,0.00609,0.94799810,2960.00
TOI-776 b,0.165,0.01259,8.24661000,3709.00
OGLE-2018-BLG-0977L b,0.215,0.02014,,
HD 8535 b,1.250,0.68000,1313.00000000,6136.00
GJ 876 b,1.190,2.27560,61.11660000,3293.74
Kepler-685 b,0.944,0.24800,1.62552220,5963.00
Kepler-76 b,1.360,2.01000,1.54492980,6409.00
HD 86081 b,1.210,1.48000,2.13784310,5939.00
Kepler-1169 b,0.084,0.00245,6.11009134,6191.00
TOI-674 b,0.468,0.07425,1.97714300,3514.00
Kepler-1150 b,0.091,0.00328,2.78786839,4754.00
TOI-1246 d,0.313,0.01668,18.65590000,5151.00
WD 1856+534 b,0.928,13.80000,1.40794050,4710.00
HIP 9618 b,0.348,0.03146,20.77290700,5609.00
TOI-4010 b,0.269,0.03461,1.34833500,4960.00
HD 66141 b,1.140,6.00000,480.50000000,4323.00
HD 95127 b,1.110,10.63000,482.00000000,4218.00
OGLE-TR-56 b,1.363,1.39000,1.21191890,6050.00
TOI-628 b,1.060,6.33000,3.40956750,6250.00
TOI-4562 b,1.118,2.30000,225.11781000,6096.00
HD 69830 c,0.309,0.03710,31.56000000,5385.00
HD 69830 d,0.397,0.05700,197.00000000,5385.00
Kepler-117 b,0.719,0.09400,18.79592280,6150.00
Kepler-1061 b,0.177,0.01440,2.75798267,6067.00
Kepler-1062 b,0.157,0.01180,9.30412078,4597.00
Kepler-1087 b,0.054,0.00052,0.69384285,5589.00
Kepler-110 b,0.163,0.01260,12.69111200,5960.00
HIP 14810 c,1.220,1.31000,147.74700000,5544.00
Kepler-1129 b,0.264,0.02850,24.33978040,5831.00
Kepler-117 c,1.101,1.84000,50.79039100,6150.00
Kepler-1396 b,0.185,0.01550,18.22064210,6195.00
Kepler-1200 b,0.095,0.00377,1.11854972,4612.00
Kepler-1343 b,0.172,0.01380,3.35183158,5759.00
Kepler-1210 b,0.152,0.01110,8.07124073,5568.00
Kepler-1399 b,0.112,0.00660,1.63865306,5735.00
Kepler-1388 c,0.202,0.01800,5.53608151,4098.00
Kepler-110 c,0.197,0.01740,31.71977500,5960.00
Kepler-1167 b,0.153,0.01120,1.00393374,4971.00
Kepler-1293 b,0.087,0.00274,5.57654784,6241.00
Kepler-1296 b,0.081,0.00218,8.38398650,5359.00
Kepler-1201 b,0.204,0.01840,15.18725932,6177.00
Kepler-1400 b,0.145,0.01020,9.06689421,5044.00
Kepler-1091 b,0.130,0.00859,1.43474156,5851.00
Kepler-1081 b,0.090,0.00317,3.85691855,5345.00
Kepler-1401 b,0.150,0.01090,11.20066445,5964.00
Kepler-1104 b,0.110,0.00642,5.03728015,6417.00
Kepler-1166 b,0.151,0.01100,33.24068820,5446.00
Kepler-1124 b,0.114,0.00687,2.85234897,3658.00
Kepler-272 d,0.201,0.01790,10.93730400,5297.00
Kepler-1407 b,0.201,0.01790,20.07115040,6010.00
HIP 109600 b,1.180,2.68000,232.08000000,5530.00
Kepler-1154 c,0.211,0.01940,8.45808312,6327.00
Kepler-1388 e,0.219,0.02080,37.63270840,4098.00
Kepler-1125 b,0.164,0.01270,17.67006420,5683.00
Kepler-1413 b,0.162,0.01250,13.18296420,5196.00
Kepler-1086 c,0.262,0.02820,161.51633450,4350.00
Kepler-296 b,0.144,0.01010,10.86438400,3740.00
Kepler-1012 b,0.115,0.00696,5.50860439,5556.00
Kepler-299 e,0.167,0.01310,38.28548900,5617.00
Kepler-1509 b,0.165,0.01280,25.43381970,5780.00
Kepler-1080 b,0.293,0.03390,77.25483960,5956.00
Kepler-304 b,0.255,0.02690,3.29570900,4731.00
Kepler-1506 b,0.118,0.00724,14.03291540,5676.00
Kepler-1342 b,0.148,0.01070,2.21571036,5527.00
Kepler-1024 b,0.349,0.04570,66.41621330,5143.00
Kepler-319 c,0.235,0.02330,6.94135700,5526.00
Kepler-172 d,0.201,0.01790,14.62711900,5526.00
Kepler-176 d,0.224,0.04800,25.75197400,5232.00
Kepler-179 c,0.178,0.01470,6.40013000,5302.00
Kepler-318 b,0.420,0.06270,4.66271500,5746.00
Kepler-304 e,0.107,0.00588,1.49914695,4817.00
Kepler-181 c,0.178,0.01450,4.30214900,5333.00
Kepler-296 c,0.178,0.01470,5.84163660,3740.00
Kepler-319 d,0.204,0.01840,31.78192500,5526.00
Kepler-318 c,0.328,0.04130,11.81500700,5746.00
Kepler-1650 b,0.086,0.00264,1.53818001,3410.00
Kepler-317 c,0.153,0.01130,8.77501000,5497.00
Kepler-213 c,0.209,0.01910,4.82296200,5696.00
WASP-21 b,1.070,0.30000,4.32248200,5800.00
OGLE-2019-BLG-0468L b,1.170,3.43000,,
Kepler-125 b,0.211,0.01950,4.16438900,3810.00
Kepler-319 b,0.145,0.01040,4.36270500,5526.00
Kepler-1025 b,0.177,0.01440,37.32294930,6089.00
Kepler-1478 b,0.154,0.01150,26.08405940,5904.00
Kepler-1481 b,0.110,0.00642,5.94220998,4908.00
Kepler-1485 b,0.131,0.00869,19.91577250,6087.00
Kepler-50 c,0.194,0.02580,9.37647000,6225.00
Kepler-316 c,0.103,0.00521,6.82776600,4204.00
Kepler-390 b,0.073,0.00150,6.73808800,5166.00
TOI-5542 b,1.009,1.32000,75.12375000,5700.00
OGLE-2018-BLG-1269L b,1.250,0.67000,,
TOI-969 b,0.247,0.02863,1.82373050,4435.00
HD 124330 b,1.250,0.75000,270.66000000,5873.00
Kepler-374 c,0.098,0.00430,3.28280700,5977.00
HIP 38594 b,0.247,0.02549,60.72200000,4086.30
K2-138 b,0.135,0.00975,2.35309000,5356.30
Kepler-617 b,0.118,0.00724,1.68269615,3712.00
Kepler-378 c,0.062,0.00085,28.90600900,4661.00
Kepler-279 b,0.323,0.04010,12.30968100,6363.00
Kepler-532 b,0.229,0.02240,12.92491623,5192.00
Kepler-526 b,0.178,0.01450,5.45849832,5894.00
Kepler-346 b,0.237,0.02380,6.51112700,6033.00
Kepler-379 c,0.204,0.01840,62.78469700,6054.00
Kepler-625 b,0.178,0.01450,7.75192492,5789.00
Kepler-1556 b,0.175,0.01420,8.82713457,5608.00
Kepler-648 b,0.287,0.03290,17.42117490,5741.00
Kepler-642 b,0.259,0.02750,4.41745855,6570.00
Kepler-398 d,0.079,0.00193,6.83437001,4557.00
Kepler-625 c,0.094,0.00364,4.16536510,5789.00
Kepler-226 d,0.109,0.00624,8.10904400,5571.00
Kepler-649 b,0.202,0.01800,29.90722674,5871.00
TOI-2018 b,0.202,0.02895,7.43558300,4174.00
HD 191939 f,1.190,2.07659,2200.00000000,5427.00
HAT-P-59 b,1.123,1.54000,4.14197710,5678.00
TOI-1670 b,0.184,0.13000,10.98462000,6170.00
TOI-1246 b,0.269,0.02549,4.30744000,5151.00
TOI-4010 e,1.190,2.17728,762.00000000,4960.00
Kepler-620 b,0.296,0.03460,12.91375431,6155.00
Kepler-361 c,0.225,0.02170,55.18802300,6169.00
Kepler-359 c,0.384,0.00912,57.68802000,6248.00
TOI-3364 b,1.091,1.67000,5.87689180,5706.00
TOI-2803 A b,1.616,0.97500,1.96229325,6280.00
HD 86226 b,1.280,0.45000,1628.00000000,5863.00
K2-79 b,0.365,0.02895,10.99470000,5897.00
K2-12 b,0.218,0.01636,8.28246000,5672.00
Kepler-21 b,0.146,0.02360,2.78582120,6305.00
WASP-24 b,1.380,1.24000,2.34121000,6075.00
GJ 328 c,0.438,0.06733,241.80000000,3897.00
Kepler-686 b,1.084,,1.59474546,5649.00
Kepler-158 c,0.170,0.01340,28.55138300,4623.00
KMT-2018-BLG-0030L b,1.210,1.45000,,
61 Vir d,0.456,0.07200,123.01000000,5577.00
Kepler-496 b,0.207,0.01890,8.30864937,5293.00
Kepler-445 d,0.110,0.00660,8.15275000,3157.00
K2-353 b,0.495,0.08290,15.46680500,5698.00
WASP-113 b,1.409,0.47500,4.54216875,5890.00
KMT-2021-BLG-0909L b,1.220,1.26000,,
WASP-131 b,1.220,0.27000,5.32202300,6030.00
Kepler-1651 b,0.164,0.01270,9.87863917,3713.00
Kepler-497 b,0.539,0.09570,3.57320367,5834.00
Kepler-398 c,0.090,0.00317,11.41941200,4493.00
Kepler-533 b,0.302,0.03570,28.51120525,4758.00
Kepler-374 d,0.117,0.00714,5.02821900,5977.00
Kepler-555 b,0.252,0.02640,16.21775407,5894.00
Kepler-559 b,0.322,0.03990,17.58752333,5630.00
HD 112300 b,1.090,15.83000,466.63000000,3657.00
55 Cnc e,0.167,0.02514,0.73654740,5172.00
TRAPPIST-1 g,0.101,0.00416,12.35244600,2566.00
V1298 Tau d,0.572,0.31000,12.40320000,5050.00
OGLE-2019-BLG-0468L c,1.110,10.22000,,
Kepler-50 b,0.153,0.02800,7.81254000,6225.00
Kepler-273 c,0.177,0.01440,8.01492700,5626.00
Kepler-543 b,0.223,0.02140,13.89961966,4671.00
Kepler-847 b,0.105,0.00553,2.34323190,4940.00
Kepler-88 d,1.170,3.05046,1403.00000000,5466.00
Kepler-275 c,0.302,0.03570,16.08813400,6165.00
Kepler-564 b,0.413,0.06090,3.75083228,5626.00
Kepler-83 b,0.252,0.13200,9.77000000,4082.00
Kepler-884 b,0.110,0.00642,5.69919514,5715.00
Kepler-885 b,0.223,0.02140,18.11472949,6187.00
Kepler-274 c,0.164,0.01270,33.19786100,6023.00
Kepler-921 b,0.256,0.02710,51.30063400,5663.00
Kepler-958 b,0.184,0.01540,9.76788050,5421.00
Kepler-841 b,0.467,0.07490,124.41983980,5324.00
61 Vir b,0.188,0.01600,4.21500000,5577.00
Kepler-891 b,0.572,0.10600,53.44945593,5887.00
Kepler-899 b,0.239,0.02410,19.17891293,5595.00
Kepler-939 b,0.156,0.01170,14.87829600,5471.00
Kepler-908 b,0.109,0.00624,1.34059747,5973.00
HD 20781 e,0.342,0.04420,85.50730000,5256.00
HD 220773 b,1.210,1.45000,3724.70000000,5940.00
Kepler-664 b,0.237,0.02380,2.52559332,5754.00
Kepler-97 c,,1.08000,789.00000000,5779.00
Kepler-889 b,0.097,0.00416,3.74443900,5961.00
Kepler-909 b,0.131,0.00869,13.93290318,6154.00
Kepler-872 b,0.178,0.01450,2.57885507,5902.00
K2-167 b,0.205,0.02045,9.97748000,6011.00
GJ 9827 c,0.111,0.00409,3.64809600,4305.00
GJ 9827 d,0.180,0.01111,6.20147000,4305.00
Kepler-565 b,0.325,0.04050,4.24374723,5735.00
Kepler-80 d,0.136,0.02124,3.07222000,4540.00
Kepler-55 d,0.142,0.00993,2.21109900,4503.00
Kepler-83 c,0.211,0.03600,20.09000000,4082.00
Kepler-832 b,0.184,0.01540,7.13969410,5596.00
Kepler-450 d,0.075,0.05538,7.51464000,6197.21
Kepler-561 b,0.621,0.12200,58.36204950,5646.00
Kepler-800 b,0.254,0.02670,14.13176026,5315.00
Kepler-84 f,0.196,0.01720,44.55216900,6031.00
Kepler-552 b,0.352,0.04650,5.26341577,5863.00
Kepler-816 b,0.914,0.23400,10.50682565,5286.00
Kepler-965 b,0.302,0.03570,134.25272980,5886.00
Kepler-562 b,0.465,0.07450,18.00931444,5575.00
Kepler-822 b,0.158,0.01190,3.22296927,5928.00
Kepler-563 b,0.276,0.03070,22.18432708,5066.00
Kepler-948 b,0.165,0.01280,7.76846622,5679.00
Kepler-943 b,0.529,0.09280,49.77014380,5612.00
Kepler-852 b,0.227,0.02200,44.93098040,6100.00
Kepler-964 b,0.189,0.01620,13.52251060,5427.00
Kepler-1683 b,0.167,0.01310,15.03370000,5429.00
Kepler-1701 b,0.198,0.01750,169.13400000,5146.00
Kepler-1718 b,0.229,0.02240,135.18800350,5731.00
Kepler-1728 b,0.264,0.02840,4.78299999,5170.00
Kepler-1730 b,0.400,0.05770,13.81019974,5942.00
TOI-942 c,0.417,0.11641,10.15627200,4969.00
Kepler-968 b,0.178,0.01470,3.69298373,4598.00
Kepler-1050 b,0.143,0.01000,15.37875460,6010.00
Kepler-1154 b,0.209,0.01910,5.18561420,6327.00
DP Leo b,1.140,6.28000,10220.00000000,13500.00
HATS-47 b,1.117,0.36900,3.92280380,4512.00
HATS-53 b,1.340,0.59500,3.85377680,5644.00
HATS-59 c,1.100,12.70000,1422.00000000,5670.00
HD 196067 b,1.100,12.50000,3638.00000000,6017.00
TOI-615 b,1.693,0.43500,4.66159830,6850.00
Kepler-236 c,0.178,0.01470,23.96812700,3750.00
Kepler-26 d,0.095,0.00390,3.54391900,4486.00
Kepler-205 c,0.146,0.01050,20.30654600,4321.00
Kepler-18 c,0.490,0.05400,7.64159000,5345.00
Kepler-49 d,0.143,0.01000,2.57654900,4252.00
Kepler-18 d,0.623,0.05200,14.85888000,5345.00
Kepler-723 b,1.088,,4.08227507,5539.00
Qatar-3 b,1.096,4.31000,2.50792040,6007.00
KMT-2016-BLG-2397L b,1.180,2.63000,,
Kepler-1976 b,1.043,,4.95931924,5712.00
TOI-4406 b,1.000,0.30000,30.08364000,6219.00
OGLE-2018-BLG-1119L b,1.240,0.91000,,
Kepler-1052 b,0.261,0.02800,34.85382760,5888.00
BD+20 2457 c,1.100,12.47000,621.99000000,4137.00
TOI-2338 b,1.000,5.98000,22.65398000,5581.00
DMPP-2 b,1.280,0.43700,5.20720000,6500.00
Kepler-866 b,0.145,0.01040,2.61703254,4751.00
Kepler-853 b,0.151,0.01100,7.16892463,6350.00
CoRoT-24 c,0.440,0.08800,11.75900000,4950.00
TOI-1601 b,1.239,0.99000,5.33175100,5948.00
HIP 97166 c,0.278,0.03115,16.84000000,5198.00
KMT-2021-BLG-1554L b,0.616,0.12000,,
CoRoT-10 b,0.970,2.75000,13.24060000,5075.00
HD 97048 b,1.180,2.50000,,10000.00
Kepler-256 e,0.210,0.01930,10.68157200,5551.00
DH Tau b,2.700,11.00000,,4371.00
DMPP-1 c,0.273,0.03020,6.58400000,6196.00
DMPP-1 d,0.147,0.01054,2.88200000,6196.00
Kepler-1222 b,0.070,0.00131,1.91694425,5239.00
KOI-1831 d,0.101,0.00702,34.16900000,5233.00
KOI-984 b,0.384,0.05370,4.28817850,5295.00
Kepler-1130 c,0.071,0.00133,3.26663995,5450.00
Kepler-129 b,0.214,0.06293,15.79000000,5770.00
BD+20 274 b,1.160,4.20000,578.20000000,4296.00
Kepler-1056 b,0.269,0.02930,27.49560600,6127.00
TOI-2669 b,1.760,0.61000,6.20340000,4800.00
TOI-5238 b,0.466,0.07470,4.87217100,5631.00
TOI-2818 b,1.363,0.71000,4.03970900,5721.00
WASP-100 b,1.330,1.26000,2.84938000,6900.00
TOI-776 c,0.180,0.01668,15.66530000,3709.00
Kepler-1655 b,0.197,0.01699,11.87287870,6148.00
TOI-5398 b,1.040,,10.59092300,6017.10
OGLE-2018-BLG-1647L b,1.230,0.97000,,
Kepler-109 c,0.236,0.02580,21.22265000,5950.00
Kepler-409 b,0.107,0.01888,68.95832160,5421.00
Kepler-898 b,0.133,0.00889,5.87061910,4223.00
HD 93351 b,0.151,0.01100,2.45946000,5408.00
HD 111232 b,1.120,7.96500,1169.13202000,5512.00
WD 0806-661 b,1.120,8.00000,,9552.00
HD 16175 b,1.140,5.90000,990.00000000,5981.00
NGTS-6 b,1.326,1.33900,0.88205900,4730.00
WASP-156 b,0.510,0.12800,3.83616900,4910.00
WASP-159 b,1.380,0.55000,3.84040100,6120.00
